"y","x1","x2","i"
6,0.731238537255801,-0.5,"1"
7,0.843809578709267,-0.470588235294118,"1"
4,0.480536308320946,-0.441176470588235,"1"
5,0.63910259743238,-0.411764705882353,"1"
5,0.648906519001008,-0.382352941176471,"1"
6,0.780258145098938,-0.352941176470588,"1"
10,1.13061248251156,-0.323529411764706,"1"
5,0.67831828370689,-0.294117647058824,"1"
5,0.688122205275517,-0.264705882352941,"1"
9,1.08978390344556,-0.235294117647059,"1"
8,1.02106580124326,-0.205882352941176,"1"
5,0.7175339699814,-0.176470588235294,"1"
13,1.36434552156832,-0.147058823529412,"1"
9,1.12899958972007,-0.117647058823529,"1"
5,0.746945734687282,-0.0882352941176471,"1"
8,1.0700854090864,-0.0588235294117647,"1"
13,1.40356120784283,-0.0294117647058824,"1"
9,1.16821527599458,0,"1"
10,1.24825954133509,0.0294117647058824,"1"
6,0.917513047059722,0.0588235294117647,"1"
5,0.805769264099047,0.0882352941176471,"1"
7,1.03988801008182,0.117647058823529,"1"
10,1.2874752276096,0.147058823529412,"1"
7,1.05949585321907,0.176470588235294,"1"
6,0.96653265490286,0.205882352941176,"1"
9,1.2466466485436,0.235294117647059,"1"
10,1.32669091388411,0.264705882352941,"1"
6,0.995944419608742,0.294117647058823,"1"
11,1.40983887689091,0.323529411764706,"1"
10,1.35610267858999,0.352941176470588,"1"
11,1.42944672002817,0.382352941176471,"1"
9,1.30547017795536,0.411764705882353,"1"
6,1.04496402745188,0.441176470588235,"1"
9,1.32507802109262,0.470588235294118,"1"
11,1.46866240630268,0.5,"1"
9,0.886734321655471,-0.5,"2"
10,0.966778586995982,-0.470588235294118,"2"
6,0.636032092720616,-0.441176470588235,"2"
3,0.183737893915946,-0.411764705882353,"2"
6,0.655639935857871,-0.382352941176471,"2"
8,0.857231905727685,-0.352941176470588,"2"
9,0.945557851067235,-0.323529411764706,"2"
10,1.02560211640775,-0.294117647058824,"2"
5,0.573307917603077,-0.264705882352941,"2"
3,0.242561423327711,-0.235294117647059,"2"
7,0.817230585154474,-0.205882352941176,"2"
8,0.91605543513945,-0.176470588235294,"2"
7,0.836838428291729,-0.147058823529412,"2"
3,0.281777109602221,-0.117647058823529,"2"
8,0.945467199845332,-0.0882352941176471,"2"
3,0.301384952739476,-0.0588235294117647,"2"
8,0.965075042982587,-0.0294117647058824,"2"
13,1.29855084173902,0,"2"
8,0.984682886119842,0.0294117647058824,"2"
9,1.07300883145939,0.0588235294117647,"2"
9,1.08281275302802,0.0882352941176471,"2"
13,1.33776652801353,0.117647058823529,"2"
10,1.17266093993716,0.147058823529412,"2"
7,0.944681565546631,0.176470588235294,"2"
8,1.04350641553161,0.205882352941176,"2"
10,1.20207270464304,0.235294117647059,"2"
7,0.974093330252513,0.264705882352941,"2"
8,1.07291818023749,0.294117647058823,"2"
8,1.08272210180612,0.323529411764706,"2"
13,1.41619790056254,0.352941176470588,"2"
6,0.910541896642184,0.382352941176471,"2"
6,0.920345818210812,0.411764705882353,"2"
9,1.20045981185155,0.441176470588235,"2"
7,1.04272078123291,0.470588235294118,"2"
13,1.46521750840568,0.5,"2"
6,0.626241540944951,-0.5,"3"
7,0.738812582398417,-0.470588235294118,"3"
8,0.837637432383393,-0.441176470588235,"3"
7,0.758420425535672,-0.411764705882353,"3"
11,1.069547762933,-0.382352941176471,"3"
7,0.778028268672927,-0.352941176470588,"3"
5,0.563517365827413,-0.323529411764706,"3"
4,0.424558919853234,-0.294117647058824,"3"
7,0.80744003337881,-0.264705882352941,"3"
9,0.984786907134708,-0.235294117647059,"3"
7,0.827047876516064,-0.205882352941176,"3"
9,1.00439475027196,-0.176470588235294,"3"
10,1.08443901561247,-0.147058823529412,"3"
5,0.632144816807805,-0.117647058823529,"3"
4,0.493186370833626,-0.0882352941176471,"3"
4,0.502990292402253,-0.0588235294117647,"3"
3,0.321006165669693,-0.0294117647058824,"3"
5,0.671360503082315,0,"3"
11,1.20680266489379,0.0294117647058824,"3"
11,1.21660658646242,0.0588235294117647,"3"
8,1.01410802061869,0.0882352941176471,"3"
3,0.370025773512831,0.117647058823529,"3"
7,0.944694935339594,0.147058823529412,"3"
6,0.851731737023382,0.176470588235294,"3"
7,0.964302778476849,0.205882352941176,"3"
7,0.974106700045476,0.235294117647059,"3"
12,1.34324162210256,0.264705882352941,"3"
